domain	bias_rating	category	mbfc_ideo	ave_m	ave_m_log10
capitalgazette.com	left-center	leftcenter	-1.0	482666.0	5.68364760706849
realcleardefense.com		right-center	1.0	482666.0	5.68364760706849
caller.com	left-center	leftcenter	-1.0	482546.0	5.683539619952479
rightwingwatch.org	left	left	-1.0	481666.0	5.682746892922615
wthitv.com	least biased	center	0.0	481383.0	5.682491651316685
courierpostonline.com	left-center	leftcenter	-1.0	481254.0	5.682375254643579
nraila.org		right	1.0	480740.0	5.681910259129991
africacheck.org	least biased	center	0.0	480520.0	5.681711468401807
leaderpost.com		right-center	1.0	479580.0	5.680861063353521
thestarpress.com	left-center	leftcenter	-1.0	479448.0	5.680742417144734
bismarcktribune.com	least biased	center	0.0	478000.0	5.6794288051770305
yourerie.com	least biased	center	0.0	476409.0	5.677980868888067
theoaklandpress.com	least biased	center	0.0	475873.0	5.67749197719844
newsadvance.com	least biased	center	0.0	475622.0	5.677262847905365
seacoastonline.com	left-center	leftcenter	-1.0	474997.0	5.676691781012672
oyez.org	least biased	center	0.0	471333.0	5.673328769018693
kjrh.com	least biased	center	0.0	470064.0	5.672157915785693
tristatehomepage.com	least biased	center	0.0	468238.0	5.6704675836011145
catchnews.com	left-center	leftcenter	-1.0	468030.0	5.670273691571739
wtok.com	least biased	center	0.0	467790.0	5.670051862005121
santacruzsentinel.com	least biased	center	0.0	466610.0	5.66895497274104
migrationpolicy.org		leftcenter	-1.0	465333.0	5.667764785765432
heraldbulletin.com	left-center	leftcenter	-1.0	465189.0	5.667630370305125
wgno.com	least biased	center	0.0	464847.0	5.667310966754935
americanprogress.org	left	left	-1.0	464666.0	5.667141830587756
burlingtoncountytimes.com	left-center	leftcenter	-1.0	461980.0	5.664624114593276
newstimes.com	left-center	leftcenter	-1.0	460000.0	5.662758775798987
newschannel10.com	least biased	center	0.0	459321.0	5.6621172471810075
berkeleyside.com	left-center	leftcenter	-1.0	456333.0	5.659282827883524
helenair.com	least biased	center	0.0	454666.0	5.657693433998395
eagletribune.com	least biased	center	0.0	454333.0	5.657375238377173
wnct.com	least biased	center	0.0	453263.0	5.656351227061748
illinoispolicy.org	right	right	1.0	453000.0	5.656099160719239
algemeiner.com	right-center	right-center	1.0	452333.0	5.655459233019901
journalgazette.net	least biased	center	0.0	451917.0	5.655059639726842
vdare.com	extreme right	fake-news	1.0	451666.0	5.654818361003176
delcotimes.com	least biased	center	0.0	451595.0	5.65475008651772
stratfor.com		center	0.0	451000.0	5.6541775048358325
electoral-vote.com	left	left	-1.0	450333.0	5.653534737224885
pahomepage.com	least biased	center	0.0	449464.0	5.652695878719575
thetimes-tribune.com	least biased	center	0.0	448902.0	5.652152507783235
christiantoday.com	right	right	1.0	448880.0	5.6521302556954005
sj-r.com	left-center	leftcenter	-1.0	448536.0	5.6517982739866826
ocala.com	left-center	leftcenter	-1.0	448284.0	5.651554207243628
news8000.com	least biased	center	0.0	445026.0	5.648386360633279
care2.com	left	left	-1.0	444670.0	5.648037830429489
fitsnews.com	right	right-center	1.0	444666.0	5.648034900418828
crosscut.com	left-center	leftcenter	-1.0	444666.0	5.648034900418828
actionnewsnow.com	least biased	center	0.0	444333.33333333326	5.647709872100033
flagandcross.com	extreme right	fake-news	1.0	442840.0	5.6462468420953265
investmentwatchblog.com	right conspiracy-pseudoscience	conspiracy	1.0	442333.0	5.645750322695119
egypttoday.com	right	right	1.0	441180.0	5.644615816355384
visaliatimesdelta.com	left-center	leftcenter	-1.0	440716.0	5.644159803093982
epi.org	left-center	leftcenter	-1.0	440666.0	5.644110528943059
mondoweiss.net	left	fake-news	-1.0	440333.0	5.643782220418185
taipeitimes.com	left-center	leftcenter	-1.0	440000.0	5.643453663517979
vidmax.com	extreme right	fake-news	1.0	438666.0	5.642134964569153
lifezette.com	far right	fake-news	1.0	438000.0	5.641475102042881
wowktv.com	least biased	center	0.0	434849.0	5.638339474410679
adfontesmedia.com	least biased	center	0.0	434700.0	5.638189640190837
morningstaronline.co.uk	left	left	-1.0	434333.0	5.637823827599443
rep-am.com	right-center	right-center	1.0	433666.0	5.637156375657693
warontherocks.com	least biased	center	0.0	433333.0	5.636822765732017
childrenshealthdefense.org	right conspiracy-pseudoscience	conspiracy	1.0	432890.0	5.636377553484719
thetruthaboutcancer.com	right pseudoscience	conspiracy	1.0	431666.0	5.635148849060013
therealnews.com	left	left	-1.0	431333.0	5.634813692855904
ocweekly.com		leftcenter	-1.0	431000.0	5.634478277803372
bipartisanreport.com	extreme left	fake-news	-1.0	430666.0	5.6341415950805125
metrowestdailynews.com	least biased	center	0.0	430342.0	5.6338147430839545
californiaglobe.com	right-center	right-center	1.0	430070.0	5.633539148927338
techstartups.com	right-center	fake-news	1.0	428260.0	5.631707512662917
sfexaminer.com		leftcenter	-1.0	427666.0	5.63110574015434
nowthisnews.com	far left bias	fake-news	-1.0	427333.0	5.630767447989101
lowellsun.com	least biased	center	0.0	426671.0	5.630094143575301
phnompenhpost.com	left	left	-1.0	426666.0	5.630089054220638
keprtv.com	right-center	right-center	1.0	425666.66666666674	5.629070662811502
thegardenisland.com	left-center	leftcenter	-1.0	425269.0	5.6286647471767655
kgns.tv	least biased	center	0.0	424333.33333333326	5.627708172407607
theadvertiser.com	left-center	leftcenter	-1.0	424039.0	5.62740682583779
herald-review.com	least biased	center	0.0	424000.0	5.627366880870963
theunion.com	least biased	center	0.0	423219.0	5.626566182856055
abbynews.com	left-center	leftcenter	-1.0	423000.0	5.626341394074732
jconline.com	left-center	leftcenter	-1.0	422982.0	5.626322913108956
presstelegram.com	least biased	center	0.0	421189.0	5.624478051505912
tribstar.com	left-center	leftcenter	-1.0	420034.0	5.623285480096842
hawaiitribune-herald.com	left-center	leftcenter	-1.0	419989.0	5.623238949929992
thebaffler.com	left	left	-1.0	419333.0	5.6225600768413155
heraldonline.com	left-center	leftcenter	-1.0	417202.0	5.620347422666193
theday.com	left-center	leftcenter	-1.0	417000.0	5.620137096446086
nationalnewswatch.com	left-center	leftcenter	-1.0	416333.0	5.619441879081429
centralillinoisproud.com	least biased	center	0.0	415771.0	5.618855238591055
oanow.com	least biased	center	0.0	414856.0	5.617898422463332
consortiumnews.com	left	left	-1.0	414333.0	5.617350572705783
theolympian.com	left-center	leftcenter	-1.0	414333.0	5.617350572705783
berkshireeagle.com	left-center	leftcenter	-1.0	413333.0	5.616301130916979
crisisgroup.org	left-center	leftcenter	-1.0	412880.0	5.615823846061895
concealednation.org	right	right	1.0	412000.0	5.614898270144676
hillreporter.com	left	left	-1.0	411810.0	5.614696888401704
ksnt.com	least biased	center	0.0	411309.0	5.6141692684491815
pressconnects.com	least biased	center	0.0	410711.0	5.613537392061463
wearegreenbay.com	least biased	center	0.0	409832.0	5.612606925126396
springfieldnewssun.com	least biased	center	0.0	409668.0	5.612433101765421
dailylocal.com	least biased	center	0.0	408978.0	5.611701008696181
abc7amarillo.com	right-center	right-center	1.0	408482.0	5.611173987037783
cdapress.com	least biased	center	0.0	408406.0	5.611093177184021
dutchreview.com	left-center	leftcenter	-1.0	408333.0	5.611015543032526
jewishpress.com	right-center	right-center	1.0	408333.0	5.611015543032526
stanforddaily.com	left-center	leftcenter	-1.0	406670.0	5.609242135731332
poynter.org	least biased	center	0.0	406333.0	5.608883163440353
uticaod.com	left-center	leftcenter	-1.0	404969.0	5.607422852061507
thebrunswicknews.com	right-center	right-center	1.0	404922.0	5.607372445796304
njherald.com	left-center	leftcenter	-1.0	403234.0	5.605558220975091
ctmirror.org	left-center	leftcenter	-1.0	401360.0	5.603534088019695
nowtheendbegins.com	right conspiracy-pseudoscience	conspiracy	1.0	401000.0	5.603145455647465
post-journal.com	right-center	right-center	1.0	400300.0	5.602385590105105
pasadenastarnews.com	least biased	center	0.0	399877.0	5.6019275113067515
greatfallstribune.com	least biased	center	0.0	399666.66666666674	5.601699015019566
cbs2iowa.com	right-center	right-center	1.0	399000.0	5.600973984142732
thetrace.org	left-center	leftcenter	-1.0	397333.0	5.59915572936596
libcom.org	far left	left	-1.0	397000.0	5.598791600702498
capradio.org	left-center	leftcenter	-1.0	395333.33333333326	5.596964532859844
informationclearinghouse.info	left conspiracy-pseudoscience	conspiracy	-1.0	395333.0	5.596964166676399
azdailysun.com	left-center	leftcenter	-1.0	394333.0	5.595864224133314
guttmacher.org	left-center	leftcenter	-1.0	393000.0	5.594393655449038
prospectmagazine.co.uk		leftcenter	-1.0	392333.0	5.593655946091679
wvgazettemail.com	left-center	leftcenter	-1.0	392333.0	5.593655946091679
wtov9.com	right-center	right-center	1.0	390362.0	5.591468646962533
leadstories.com	least biased	center	0.0	389000.0	5.589950717762529
yesmagazine.org	left	left	-1.0	387000.0	5.587712087225425
icr.org	right-pseudoscience	conspiracy	1.0	386750.0	5.5874303223714055
santafenewmexican.com	left-center	leftcenter	-1.0	386333.0	5.586962930672937
shtfplan.com	extreme right	fake-news	1.0	386000.0	5.586588429785536
freedomhouse.org	right-center	right-center	1.0	384666.0	5.58508493043826
kcentv.com	least biased	center	0.0	384497.0	5.584894085122566
trib.com	least biased	center	0.0	384333.0	5.584708805903927
crisismagazine.com	right	right	1.0	383333.0	5.583577340928044
freakonomics.com	left-center	leftcenter	-1.0	381666.0	5.5816846112525695
wionews.com	least biased	center	0.0	381333.0	5.581305528992766
kswo.com	least biased	center	0.0	379713.0	5.579456609809427
digitaljournal.com	least biased	center	0.0	378666.0	5.57825745895665
concordmonitor.com	least biased	center	0.0	377333.0	5.576725939436651
activistpost.com	left	conspiracy	-1.0	375333.0	5.5744179071883755
latintimes.com	left-center	leftcenter	-1.0	375000.0	5.574032425844793
jns.org		right-center	1.0	374333.0	5.573259274995215
thecommonsenseshow.com	right conspiracy-pseudoscience	conspiracy	1.0	373333.0	5.572097543475687
leadertelegram.com	least biased	center	0.0	371622.0	5.570102584934014
news-herald.com	right-center	right-center	1.0	371489.0	5.569947127643642
americanmind.org	right-center	right	1.0	371070.0	5.569455844240683
recordnet.com	least biased	center	0.0	370408.0	5.568681530393405
scnow.com	least biased	center	0.0	369481.0	5.567593285786086
theeagle.com	least biased	center	0.0	368724.0	5.5667025842943945
icij.org	least biased	center	0.0	368666.0	5.566634264920161
qconline.com	least biased	center	0.0	367313.0	5.565037481590256
newsherald.com	left-center	leftcenter	-1.0	366954.0	5.564612809620102
magicvalley.com	least biased	center	0.0	366333.0	5.563877228047935
gao.gov	least biased	center	0.0	366000.0	5.563482271989734
tylerpaper.com	right-center	right-center	1.0	364226.0	5.561372136726283
press-citizen.com	left-center	leftcenter	-1.0	364166.0	5.561300588446168
wxow.com	least biased	center	0.0	364006.0	5.561109735385711
jewishworldreview.com	right	right	1.0	364000.0	5.561102576764125
realclearinvestigations.com	right-center	right-center	1.0	364000.0	5.561102576764125
strategic-culture.org	extreme right	fake-news	1.0	364000.0	5.561102576764125
valdostadailytimes.com	left-center	leftcenter	-1.0	363460.0	5.560457817138736
marxist.com	far-left	left	-1.0	362666.0	5.559508039810037
commentarymagazine.com	right	right	1.0	362666.0	5.559508039810037
kuow.org	left-center	leftcenter	-1.0	362333.0	5.559109088435781
phillytrib.com	left-center	leftcenter	-1.0	361047.0	5.55756494359364
hollandsentinel.com	left-center	leftcenter	-1.0	360576.0	5.556998021078418
heraldnews.com	least biased	center	0.0	359952.0	5.556245797508384
wvva.com	least biased	center	0.0	359258.0	5.555407656698756
daily-times.com	right-center	right-center	1.0	358508.0	5.554500062657307
noozhawk.com	least biased	center	0.0	358333.0	5.5542880175209435
allnewspipeline.com	right-center	fake-news	1.0	358000.0	5.553884239755258
nationalobserver.com	left-center	leftcenter	-1.0	357000.0	5.552669432621643
shreveporttimes.com		center	0.0	356344.0	5.5518706694395705
dailybulletin.com	least biased	center	0.0	353129.0	5.547934614422378
carm.org	right conspiracy-pseudoscience	conspiracy	1.0	352540.0	5.547208400174844
carnegieendowment.org	left-center	leftcenter	-1.0	352000.0	5.5465438972675205
pal-item.com	left-center	leftcenter	-1.0	351890.0	5.546408159417401
thestarphoenix.com		right-center	1.0	350333.0	5.544482287748292
100percentfedup.com	extreme right	fake-news	1.0	350333.0	5.544482287748292
dailysoundandfury.com	left	left	-1.0	350230.0	5.54435334413586
newswest9.com	least biased	center	0.0	349517.0	5.543469546603523
bozemandailychronicle.com	least biased	center	0.0	349497.0	5.543444694841503
fosters.com	least biased	center	0.0	349049.0	5.542887642342412
catholicworldreport.com	right	right	1.0	344333.0	5.536979907640348
westhawaiitoday.com	left-center	leftcenter	-1.0	343470.0	5.5358900745203075
napavalleyregister.com	least biased	center	0.0	342999.0	5.535294120042771
houmatoday.com	left-center	leftcenter	-1.0	342447.0	5.534594634142061
wri.org	left-center	leftcenter	-1.0	341333.0	5.533179550150731
drudge.com		left	-1.0	341333.0	5.533179550150731
independentaustralia.net	left-center	leftcenter	-1.0	341333.0	5.533179550150731
patriotledger.com	left-center	leftcenter	-1.0	340991.0	5.532744190146132
transparency.org	least biased	center	0.0	339666.0	5.531053355483299
gazettenet.com	left-center	leftcenter	-1.0	338568.0	5.529647190792188
sandiegoreader.com		leftcenter	-1.0	338370.0	5.529393134864428
bitchmedia.org	left	left	-1.0	337666.0	5.5284886193615135
therepublic.com	least biased	center	0.0	337352.0	5.52808457658603
cbpp.org	left-center	leftcenter	-1.0	337333.0	5.528060116072759
daily-chronicle.com	least biased	center	0.0	337240.0	5.527940368418094
heraldcourier.com	least biased	center	0.0	337109.0	5.527771635583576
sojo.net	left-center	leftcenter	-1.0	336000.0	5.526340569931022
conservativewoman.co.uk	right	right	1.0	335666.0	5.525908647109294
iea.org	least biased	center	0.0	334333.0	5.524180544290883
savannahnow.com		right-center	1.0	334000.0	5.523747767092498
kimatv.com	right-center	right-center	1.0	331195.33333333326	5.520085520075659
washingtonblade.com	left-center	leftcenter	-1.0	330292.0	5.51889936965391
thetyee.ca	left-center	leftcenter	-1.0	330145.0	5.518706039793336
israelhayom.com	right	right	1.0	327435.0	5.515126426272754
texomashomepage.com	least biased	center	0.0	327310.0	5.514960600966499
cbs4indy.com	least biased	center	0.0	326429.33333333326	5.513790508498463
undark.org	left-center	leftcenter	-1.0	326280.0	5.513591784681516
theprogress.com	left-center	leftcenter	-1.0	325870.0	5.513044380611925
wvnstv.com	least biased	center	0.0	325653.0	5.5127564169712056
dcclothesline.com	extreme right	fake-news	1.0	323989.0	5.510531605849078
greatamericandaily.com	extreme right	fake-news	1.0	323950.0	5.510477984281345
antiwar.com	right-center	right-center	1.0	322345.0	5.5083222854089025
idahopress.com	left-center	leftcenter	-1.0	321079.0	5.506613254304735
pfaw.org	left	left	-1.0	320664.0	5.506051560064457
afa.net	extreme right	fake-news	1.0	319814.0	5.504898829217772
newspressnow.com	least biased	center	0.0	319809.0	5.504892039388076
canadafreepress.com	extreme right	fake-news	1.0	319247.0	5.504128185209738
ktre.com	least biased	center	0.0	316848.0	5.500852340796379
geek.com	least biased	center	0.0	316710.0	5.500661776274517
staugustine.com	left-center	leftcenter	-1.0	316658.0	5.500591835943919
gopusa.com	right	fake-news	1.0	316415.0	5.500258436064646
harpers.org	left-center	leftcenter	-1.0	314773.0	5.4979988529028585
wctrib.com	right-center	right-center	1.0	314378.0	5.49745352817933
redding.com	left-center	center	-1.0	312610.0	5.495004255689727
urban.org	left-center	leftcenter	-1.0	311679.0	5.493708935198521
ricochet.com	right	right	1.0	309590.0	5.490788326987761
ktoo.org	left-center	leftcenter	-1.0	307993.0	5.488542256135923
peninsuladailynews.com	right-center	right-center	1.0	307415.0	5.48772646736307
humanium.org	left-center	leftcenter	-1.0	306599.0	5.486572150518357
thesouthern.com	least biased	center	0.0	305710.0	5.485311065658877
cumberlink.com	least biased	center	0.0	304239.0	5.483216312403526
takimag.com	extreme right	fake-news	1.0	304080.0	5.482987856595047
niagara-gazette.com	left-center	leftcenter	-1.0	303446.0	5.482082848236484
inthesetimes.com	left	left	-1.0	302049.0	5.480078840065485
nextgov.com	least biased	center	0.0	299714.0	5.476708478862263
jesus-is-savior.com	right conspiracy-pseudoscience	conspiracy	1.0	299004.0	5.475678450713238
